0.0000000000,1.0000000000
0.0546697008,0.9970112238
0.0820045512,0.9932752536
0.1047835941,0.9890203984
0.1250866589,0.9843533278
0.1437420082,0.9793382351
0.1611867854,0.9740188202
0.1776875637,0.9684271297
0.1934221800,0.9625878603
0.2085168143,0.9565207381
0.2230650946,0.9502419636
0.2371389566,0.9437651153
0.2507951947,0.9371017703
0.2640796298,0.9302619491
0.2770299354,0.9232544149
0.2896775597,0.9160869114
0.3020490841,0.9087663508
0.3141672564,0.9012989350
0.3260517155,0.8936902788
0.3377195907,0.8859454781
0.3491859232,0.8780691911
0.3604639938,0.8700657092
0.3715656342,0.8619389795
0.3825014340,0.8536926530
0.3932809097,0.8453301261
0.4039126713,0.8368545539
0.4144045164,0.8282688968
0.4247635458,0.8195759302
0.4349962758,0.8107782400
0.4451086500,0.8018782897
0.4551061602,0.7928783829
0.4649938608,0.7837807095
0.4747764592,0.7745873138
0.4844582783,0.7653001766
0.4940433547,0.7559211637
0.5035354497,0.7464520509
0.5129380990,0.7368945066
0.5222545753,0.7272501586
0.5314879535,0.7175205553
0.5406411478,0.7077071493
0.5497168591,0.6978113748
0.5587176619,0.6878345743
0.5676459643,0.6777780592
0.5765040752,0.6676430513
0.5852941385,0.6574307714
0.5940181964,0.6471423823
0.6026782114,0.6367789735
0.6112760076,0.6263416426
0.6198133473,0.6158314145
0.6282918921,0.6052492983
0.6367132456,0.5945962429
0.6450789135,0.5838731954
0.6533903365,0.5730810682
0.6616489063,0.5622207248
0.6698559502,0.5512930060
0.6780127179,0.5402987543
0.6861204420,0.5292387390
0.6941802626,0.5181137630
0.7021933041,0.5069245637
0.7101606256,0.4956718858
0.7180832757,0.4843564091
0.7259622203,0.4729788546
0.7337984159,0.4615398848
0.7415927703,0.4500401630
0.7493461729,0.4384803132
0.7570594807,0.4268609427
0.7647334949,0.4151826818
0.7723690125,0.4034461085
0.7799667961,0.3916517970
0.7875275740,0.3798003202
0.7950520654,0.3678922133
0.8025409574,0.3559280117
0.8099949082,0.3439082487
0.8174145757,0.3318334115
0.8248005690,0.3197040215
0.8321534959,0.3075205593
0.8394739375,0.2952835083
0.8467624807,0.2829933012
0.8540196558,0.2706504275
0.8612460041,0.2582553204
0.8684420398,0.2458084235
0.8756082653,0.2333101657
0.8827451656,0.2207609727
0.8898532187,0.2081612491
0.8969328869,0.1955113965
0.9039846155,0.1828118150
0.9110088492,0.1700628766
0.9180060032,0.1572649781
0.9249764943,0.1444184850
0.9319207227,0.1315237666
0.9388390786,0.1185811846
0.9457319452,0.1055910879
0.9525996973,0.0925538168
0.9594426929,0.0794697191
0.9662612877,0.0663391239
0.9730558253,0.0531623609
0.9798266408,0.0399397540
0.9865740632,0.0266716178
0.9932984120,0.0133582647
1.0000000000,0.0000000000
