0.2807753191,0.9211652202
0.2909078496,0.9153726230
0.3008649983,0.9094802528
0.3106593596,0.9034907623
0.3203002983,0.8974077189
0.3297961424,0.8912345044
0.3391570875,0.8849724700
0.3483905493,0.8786240251
0.3575140434,0.8721837088
0.3665277820,0.8656573850
0.3754306866,0.8590517995
0.3842296739,0.8523675577
0.3929402380,0.8455979694
0.4015594217,0.8387500308
0.4100957810,0.8318214504
0.4185432959,0.8248215095
0.4269166385,0.8177421838
0.4352118119,0.8105906788
0.4434376612,0.8033630407
0.4515985026,0.7960587925
0.4596856066,0.7886891430
0.4677126627,0.7812448651
0.4756918253,0.7737172873
0.4836040675,0.7661271059
0.4914727013,0.7584545839
0.4992862334,0.7507132572
0.5070386269,0.7429118309
0.5147395224,0.7350432241
0.5224068191,0.7270911154
0.5300243025,0.7190742388
0.5375870468,0.7110001671
0.5451185769,0.7028457371
0.5526173982,0.6946140112
0.5600653413,0.6863268135
0.5674828246,0.6779632438
0.5748564979,0.6695400068
0.5822126008,0.6610284874
0.5895222325,0.6524635373
0.5967990752,0.6438308638
0.6040557387,0.6351166646
0.6112688141,0.6263504369
0.6184536790,0.6175150469
0.6256242003,0.6085943600
0.6327536295,0.5996228444
0.6398494923,0.5905926272
0.6469266456,0.5814859152
0.6539843194,0.5723045100
0.6610201699,0.5630523350
0.6680185759,0.5537511822
0.6750076774,0.5443646355
0.6819605959,0.5349297457
0.6889027277,0.5254130318
0.6958098813,0.5158486091
0.7027109460,0.5061973264
0.7095781242,0.4964988856
0.7164312536,0.4867262588
0.7232645669,0.4768883662
0.7300656001,0.4670042195
0.7368616694,0.4570348802
0.7436375111,0.4470032521
0.7503913695,0.4369127925
0.7571148341,0.4267771280
0.7638172529,0.4165832041
0.7705273982,0.4062875286
0.7772083258,0.3959472183
0.7838612180,0.3855615908
0.7904926433,0.3751213808
0.7971267377,0.3645889641
0.8037332258,0.3540129017
0.8103251805,0.3433731019
0.8168903225,0.3326902010
0.8234491037,0.3219315736
0.8299906022,0.3111156003
0.8365063225,0.3002571724
0.8430118275,0.2893310587
0.8495029197,0.2783447894
0.8559692126,0.2673167072
0.8624132027,0.2562434679
0.8688542503,0.2450922918
0.8752714232,0.2338999356
0.8816683210,0.2226609717
0.8880484870,0.2113698848
0.8944160111,0.2000199992
0.9007608693,0.1886298564
0.9070988903,0.1771716032
0.9134187410,0.1656662036
0.9197190319,0.1541169023
0.9259977436,0.1425281788
0.9322587449,0.1308936325
0.9385072014,0.1192042329
0.9447352181,0.1074753678
0.9509427061,0.0957079697
0.9571405093,0.0838820454
0.9633182461,0.0720179567
0.9694768519,0.0601146337
0.9756172475,0.0481709864
0.9817404504,0.0361856880
0.9878445579,0.0241631295
0.9939315985,0.0120999775
1.0000000000,0.0000000000
